State,Transaction_Year,Quarter,District,RegisteredUsers,latitude,longitude
uttar-pradesh,2020,3,gorakhpur district,661272,26.846709,80.946159
uttar-pradesh,2020,3,unnao district,210513,26.846709,80.946159
uttar-pradesh,2020,3,prayagraj district,974228,26.846709,80.946159
uttar-pradesh,2020,3,sonbhadra district,198688,26.846709,80.946159
uttar-pradesh,2020,3,ghazipur district,373352,26.846709,80.946159
uttar-pradesh,2020,3,farrukhabad district,165207,26.846709,80.946159
uttar-pradesh,2020,3,kannauj district,141507,26.846709,80.946159
uttar-pradesh,2020,3,azamgarh district,421262,26.846709,80.946159
uttar-pradesh,2020,3,ayodhya district,271190,26.846709,80.946159
uttar-pradesh,2020,3,deoria district,355557,26.846709,80.946159
uttar-pradesh,2020,3,ghaziabad district,1518450,26.846709,80.946159
uttar-pradesh,2020,4,amethi district,193465,26.846709,80.946159
uttar-pradesh,2020,4,siddharthnagar district,196286,26.846709,80.946159
uttar-pradesh,2020,4,auraiya district,149979,26.846709,80.946159
uttar-pradesh,2020,4,sambhal district,158974,26.846709,80.946159
uttar-pradesh,2020,4,kanpur nagar district,1022768,26.846709,80.946159
uttar-pradesh,2020,4,aligarh district,541762,26.846709,80.946159
uttar-pradesh,2020,4,mahoba district,79027,26.846709,80.946159
uttar-pradesh,2020,4,lucknow district,1684510,26.846709,80.946159
uttar-pradesh,2020,4,sant kabeer nagar district,151391,26.846709,80.946159
uttar-pradesh,2020,4,hathras district,181527,26.846709,80.946159
uttar-pradesh,2020,4,budaun district,210856,26.846709,80.946159
uttar-pradesh,2020,4,moradabad district,366253,26.846709,80.946159
uttar-pradesh,2020,4,kushinagar district,403037,26.846709,80.946159
uttar-pradesh,2020,4,baghpat district,191550,26.846709,80.946159
uttar-pradesh,2020,4,shahjahanpur district,243863,26.846709,80.946159
uttar-pradesh,2020,4,muzaffarnagar district,356175,26.846709,80.946159
uttar-pradesh,2020,4,ambedkar nagar district,239981,26.846709,80.946159
uttar-pradesh,2020,4,bahraich district,177840,26.846709,80.946159
uttar-pradesh,2020,4,jalaun district,180793,26.846709,80.946159
uttar-pradesh,2020,4,rampur district,193633,26.846709,80.946159
uttar-pradesh,2020,4,ballia district,381096,26.846709,80.946159
uttar-pradesh,2020,4,shravasti district,45237,26.846709,80.946159
uttar-pradesh,2020,4,kasganj district,123544,26.846709,80.946159
uttar-pradesh,2020,4,varanasi district,1003989,26.846709,80.946159
uttar-pradesh,2020,4,gautam buddha nagar district,2030178,26.846709,80.946159
uttar-pradesh,2020,4,basti district,254542,26.846709,80.946159
uttar-pradesh,2020,4,shamli district,149991,26.846709,80.946159
uttar-pradesh,2020,4,maharajganj district,258192,26.846709,80.946159
uttar-pradesh,2020,4,etawah district,197027,26.846709,80.946159
uttar-pradesh,2020,4,etah district,168855,26.846709,80.946159
uttar-pradesh,2020,4,banda district,120914,26.846709,80.946159
uttar-pradesh,2020,4,bijnor district,351089,26.846709,80.946159
uttar-pradesh,2020,4,hardoi district,250349,26.846709,80.946159
uttar-pradesh,2020,4,balrampur district,117269,26.846709,80.946159
uttar-pradesh,2020,4,amroha district,191119,26.846709,80.946159
uttar-pradesh,2020,4,pilibhit district,183285,26.846709,80.946159
uttar-pradesh,2020,4,mainpuri district,195376,26.846709,80.946159
uttar-pradesh,2020,4,kanpur dehat district,146458,26.846709,80.946159
uttar-pradesh,2020,4,jaunpur district,516171,26.846709,80.946159
uttar-pradesh,2020,4,kaushambi district,99316,26.846709,80.946159
uttar-pradesh,2020,4,hapur district,229889,26.846709,80.946159
uttar-pradesh,2020,4,hamirpur district,101258,26.846709,80.946159
uttar-pradesh,2020,4,meerut district,686266,26.846709,80.946159
uttar-pradesh,2020,4,mathura district,498292,26.846709,80.946159
uttar-pradesh,2020,4,chitrakoot district,70900,26.846709,80.946159
uttar-pradesh,2020,4,lalitpur district,121961,26.846709,80.946159
uttar-pradesh,2020,4,mau district,233339,26.846709,80.946159
uttar-pradesh,2020,4,mirzapur district,250009,26.846709,80.946159
uttar-pradesh,2020,4,bulandshahr district,424578,26.846709,80.946159
uttar-pradesh,2020,4,gonda district,241011,26.846709,80.946159
uttar-pradesh,2020,4,jhansi district,372783,26.846709,80.946159
uttar-pradesh,2020,4,chandauli district,239906,26.846709,80.946159
uttar-pradesh,2020,4,bhadohi district,181635,26.846709,80.946159
uttar-pradesh,2020,4,pratapgarh district,292533,26.846709,80.946159
uttar-pradesh,2020,4,saharanpur district,465256,26.846709,80.946159
uttar-pradesh,2020,4,bara banki district,229762,26.846709,80.946159
uttar-pradesh,2020,4,bareilly district,611236,26.846709,80.946159
uttar-pradesh,2020,4,sitapur district,310665,26.846709,80.946159
uttar-pradesh,2020,4,sultanpur district,239344,26.846709,80.946159
uttar-pradesh,2020,4,agra district,900497,26.846709,80.946159
uttar-pradesh,2020,4,fatehpur district,178261,26.846709,80.946159
uttar-pradesh,2020,4,rae bareli district,209697,26.846709,80.946159
uttar-pradesh,2020,4,firozabad district,324392,26.846709,80.946159
uttar-pradesh,2020,4,kheri district,348147,26.846709,80.946159
uttar-pradesh,2020,4,gorakhpur district,722618,26.846709,80.946159
uttar-pradesh,2020,4,unnao district,232426,26.846709,80.946159
uttar-pradesh,2020,4,prayagraj district,1059982,26.846709,80.946159
uttar-pradesh,2020,4,sonbhadra district,217218,26.846709,80.946159
uttar-pradesh,2020,4,ghazipur district,409921,26.846709,80.946159
uttar-pradesh,2020,4,farrukhabad district,182995,26.846709,80.946159
uttar-pradesh,2020,4,kannauj district,156055,26.846709,80.946159
uttar-pradesh,2020,4,azamgarh district,463173,26.846709,80.946159
uttar-pradesh,2020,4,ayodhya district,296721,26.846709,80.946159
uttar-pradesh,2020,4,deoria district,391411,26.846709,80.946159
uttar-pradesh,2020,4,ghaziabad district,1647330,26.846709,80.946159
uttar-pradesh,2021,1,amethi district,209408,26.846709,80.946159
uttar-pradesh,2021,1,siddharthnagar district,213056,26.846709,80.946159
uttar-pradesh,2021,1,auraiya district,162129,26.846709,80.946159
uttar-pradesh,2021,1,sambhal district,173933,26.846709,80.946159
uttar-pradesh,2021,1,kanpur nagar district,1100587,26.846709,80.946159
uttar-pradesh,2021,1,aligarh district,588461,26.846709,80.946159
uttar-pradesh,2021,1,mahoba district,85807,26.846709,80.946159
uttar-pradesh,2021,1,lucknow district,1813076,26.846709,80.946159
uttar-pradesh,2021,1,sant kabeer nagar district,164355,26.846709,80.946159
uttar-pradesh,2021,1,hathras district,197275,26.846709,80.946159
uttar-pradesh,2021,1,budaun district,229929,26.846709,80.946159
uttar-pradesh,2021,1,moradabad district,399160,26.846709,80.946159
uttar-pradesh,2021,1,kushinagar district,437393,26.846709,80.946159
uttar-pradesh,2021,1,baghpat district,207627,26.846709,80.946159
uttar-pradesh,2021,1,shahjahanpur district,265197,26.846709,80.946159
uttar-pradesh,2021,1,muzaffarnagar district,387177,26.846709,80.946159
uttar-pradesh,2021,1,ambedkar nagar district,259324,26.846709,80.946159
uttar-pradesh,2021,1,bahraich district,194163,26.846709,80.946159
uttar-pradesh,2021,1,jalaun district,195777,26.846709,80.946159
uttar-pradesh,2021,1,rampur district,211156,26.846709,80.946159
uttar-pradesh,2021,1,ballia district,412104,26.846709,80.946159
uttar-pradesh,2021,1,shravasti district,49462,26.846709,80.946159
uttar-pradesh,2021,1,kasganj district,134535,26.846709,80.946159
uttar-pradesh,2021,1,varanasi district,1079309,26.846709,80.946159
uttar-pradesh,2021,1,gautam buddha nagar district,2181874,26.846709,80.946159
uttar-pradesh,2021,1,basti district,275414,26.846709,80.946159
uttar-pradesh,2021,1,shamli district,163182,26.846709,80.946159
uttar-pradesh,2021,1,maharajganj district,279707,26.846709,80.946159
uttar-pradesh,2021,1,etawah district,213975,26.846709,80.946159
uttar-pradesh,2021,1,etah district,183538,26.846709,80.946159
uttar-pradesh,2021,1,banda district,131226,26.846709,80.946159
uttar-pradesh,2021,1,bijnor district,381195,26.846709,80.946159
uttar-pradesh,2021,1,hardoi district,272411,26.846709,80.946159
uttar-pradesh,2021,1,balrampur district,127631,26.846709,80.946159
uttar-pradesh,2021,1,amroha district,208607,26.846709,80.946159
uttar-pradesh,2021,1,pilibhit district,199023,26.846709,80.946159
uttar-pradesh,2021,1,mainpuri district,212294,26.846709,80.946159
uttar-pradesh,2021,1,kanpur dehat district,159123,26.846709,80.946159
uttar-pradesh,2021,1,jaunpur district,558808,26.846709,80.946159
uttar-pradesh,2021,1,kaushambi district,107994,26.846709,80.946159
uttar-pradesh,2021,1,hapur district,249914,26.846709,80.946159
uttar-pradesh,2021,1,hamirpur district,109551,26.846709,80.946159
uttar-pradesh,2021,1,meerut district,741901,26.846709,80.946159
uttar-pradesh,2021,1,mathura district,541676,26.846709,80.946159
uttar-pradesh,2021,1,chitrakoot district,76935,26.846709,80.946159
uttar-pradesh,2021,1,lalitpur district,132483,26.846709,80.946159
uttar-pradesh,2021,1,mau district,252570,26.846709,80.946159
uttar-pradesh,2021,1,mirzapur district,269927,26.846709,80.946159
uttar-pradesh,2021,1,bulandshahr district,461596,26.846709,80.946159
uttar-pradesh,2021,1,gonda district,261669,26.846709,80.946159
uttar-pradesh,2021,1,jhansi district,402240,26.846709,80.946159
uttar-pradesh,2021,1,chandauli district,259262,26.846709,80.946159
uttar-pradesh,2021,1,bhadohi district,196533,26.846709,80.946159
uttar-pradesh,2021,1,pratapgarh district,316627,26.846709,80.946159
uttar-pradesh,2021,1,saharanpur district,505178,26.846709,80.946159
uttar-pradesh,2021,1,bara banki district,249182,26.846709,80.946159
uttar-pradesh,2021,1,bareilly district,662143,26.846709,80.946159
uttar-pradesh,2021,1,sitapur district,338854,26.846709,80.946159
uttar-pradesh,2021,1,sultanpur district,258614,26.846709,80.946159
uttar-pradesh,2021,1,agra district,974389,26.846709,80.946159
uttar-pradesh,2021,1,fatehpur district,193171,26.846709,80.946159
uttar-pradesh,2021,1,rae bareli district,226301,26.846709,80.946159
uttar-pradesh,2021,1,firozabad district,353729,26.846709,80.946159
uttar-pradesh,2021,1,kheri district,380108,26.846709,80.946159
uttar-pradesh,2021,1,gorakhpur district,780306,26.846709,80.946159
uttar-pradesh,2021,1,unnao district,251530,26.846709,80.946159
uttar-pradesh,2021,1,prayagraj district,1143612,26.846709,80.946159
uttar-pradesh,2021,1,sonbhadra district,234618,26.846709,80.946159
uttar-pradesh,2021,1,ghazipur district,443311,26.846709,80.946159
uttar-pradesh,2021,1,farrukhabad district,198513,26.846709,80.946159
uttar-pradesh,2021,1,kannauj district,169332,26.846709,80.946159
uttar-pradesh,2021,1,azamgarh district,501473,26.846709,80.946159
uttar-pradesh,2021,1,ayodhya district,320746,26.846709,80.946159
uttar-pradesh,2021,1,deoria district,424347,26.846709,80.946159
uttar-pradesh,2021,1,ghaziabad district,1773332,26.846709,80.946159
uttar-pradesh,2021,2,amethi district,226201,26.846709,80.946159
uttar-pradesh,2021,2,siddharthnagar district,229685,26.846709,80.946159
uttar-pradesh,2021,2,auraiya district,174601,26.846709,80.946159
uttar-pradesh,2021,2,sambhal district,187852,26.846709,80.946159
uttar-pradesh,2021,2,kanpur nagar district,1176708,26.846709,80.946159
uttar-pradesh,2021,2,aligarh district,631792,26.846709,80.946159
uttar-pradesh,2021,2,mahoba district,92930,26.846709,80.946159
uttar-pradesh,2021,2,lucknow district,1937173,26.846709,80.946159
uttar-pradesh,2021,2,sant kabeer nagar district,177099,26.846709,80.946159
uttar-pradesh,2021,2,hathras district,212672,26.846709,80.946159
uttar-pradesh,2021,2,budaun district,248263,26.846709,80.946159
uttar-pradesh,2021,2,moradabad district,428908,26.846709,80.946159
uttar-pradesh,2021,2,kushinagar district,470229,26.846709,80.946159
uttar-pradesh,2021,2,baghpat district,222933,26.846709,80.946159
uttar-pradesh,2021,2,shahjahanpur district,286698,26.846709,80.946159
uttar-pradesh,2021,2,muzaffarnagar district,415595,26.846709,80.946159
uttar-pradesh,2021,2,ambedkar nagar district,279018,26.846709,80.946159
uttar-pradesh,2021,2,bahraich district,209657,26.846709,80.946159
uttar-pradesh,2021,2,jalaun district,211288,26.846709,80.946159
uttar-pradesh,2021,2,rampur district,227310,26.846709,80.946159
uttar-pradesh,2021,2,ballia district,442509,26.846709,80.946159
uttar-pradesh,2021,2,shravasti district,53629,26.846709,80.946159
uttar-pradesh,2021,2,kasganj district,145326,26.846709,80.946159
uttar-pradesh,2021,2,varanasi district,1154661,26.846709,80.946159
uttar-pradesh,2021,2,gautam buddha nagar district,2329954,26.846709,80.946159
uttar-pradesh,2021,2,basti district,296308,26.846709,80.946159
uttar-pradesh,2021,2,shamli district,175652,26.846709,80.946159
uttar-pradesh,2021,2,maharajganj district,301659,26.846709,80.946159
uttar-pradesh,2021,2,etawah district,230384,26.846709,80.946159
uttar-pradesh,2021,2,etah district,197793,26.846709,80.946159
uttar-pradesh,2021,2,banda district,141975,26.846709,80.946159
uttar-pradesh,2021,2,bijnor district,409603,26.846709,80.946159
uttar-pradesh,2021,2,hardoi district,294712,26.846709,80.946159
uttar-pradesh,2021,2,balrampur district,137921,26.846709,80.946159
uttar-pradesh,2021,2,amroha district,224885,26.846709,80.946159
uttar-pradesh,2021,2,pilibhit district,214517,26.846709,80.946159
uttar-pradesh,2021,2,mainpuri district,228922,26.846709,80.946159
uttar-pradesh,2021,2,kanpur dehat district,172133,26.846709,80.946159
uttar-pradesh,2021,2,jaunpur district,600794,26.846709,80.946159
uttar-pradesh,2021,2,kaushambi district,116606,26.846709,80.946159
uttar-pradesh,2021,2,hapur district,268188,26.846709,80.946159
uttar-pradesh,2021,2,hamirpur district,118257,26.846709,80.946159
uttar-pradesh,2021,2,meerut district,794314,26.846709,80.946159
uttar-pradesh,2021,2,mathura district,582001,26.846709,80.946159
uttar-pradesh,2021,2,chitrakoot district,83116,26.846709,80.946159
uttar-pradesh,2021,2,lalitpur district,142831,26.846709,80.946159
uttar-pradesh,2021,2,mau district,271232,26.846709,80.946159
uttar-pradesh,2021,2,mirzapur district,290357,26.846709,80.946159
uttar-pradesh,2021,2,bulandshahr district,496067,26.846709,80.946159
uttar-pradesh,2021,2,gonda district,281740,26.846709,80.946159
uttar-pradesh,2021,2,jhansi district,431055,26.846709,80.946159
uttar-pradesh,2021,2,chandauli district,278397,26.846709,80.946159
uttar-pradesh,2021,2,bhadohi district,211236,26.846709,80.946159
uttar-pradesh,2021,2,pratapgarh district,341118,26.846709,80.946159
uttar-pradesh,2021,2,saharanpur district,542340,26.846709,80.946159
uttar-pradesh,2021,2,bara banki district,268880,26.846709,80.946159
uttar-pradesh,2021,2,bareilly district,710778,26.846709,80.946159
uttar-pradesh,2021,2,sitapur district,366017,26.846709,80.946159
uttar-pradesh,2021,2,sultanpur district,278126,26.846709,80.946159
uttar-pradesh,2021,2,agra district,1044788,26.846709,80.946159
uttar-pradesh,2021,2,fatehpur district,208520,26.846709,80.946159
uttar-pradesh,2021,2,rae bareli district,243531,26.846709,80.946159
uttar-pradesh,2021,2,firozabad district,380885,26.846709,80.946159
uttar-pradesh,2021,2,kheri district,410053,26.846709,80.946159
uttar-pradesh,2021,2,gorakhpur district,835887,26.846709,80.946159
uttar-pradesh,2021,2,unnao district,271165,26.846709,80.946159
uttar-pradesh,2021,2,prayagraj district,1225800,26.846709,80.946159
uttar-pradesh,2021,2,sonbhadra district,252013,26.846709,80.946159
uttar-pradesh,2021,2,ghazipur district,476105,26.846709,80.946159
uttar-pradesh,2021,2,farrukhabad district,213759,26.846709,80.946159
uttar-pradesh,2021,2,kannauj district,182579,26.846709,80.946159
uttar-pradesh,2021,2,azamgarh district,538771,26.846709,80.946159
uttar-pradesh,2021,2,ayodhya district,344791,26.846709,80.946159
uttar-pradesh,2021,2,deoria district,455328,26.846709,80.946159
uttar-pradesh,2021,2,ghaziabad district,1895314,26.846709,80.946159
uttar-pradesh,2021,3,amethi district,245887,26.846709,80.946159
uttar-pradesh,2021,3,siddharthnagar district,249111,26.846709,80.946159
uttar-pradesh,2021,3,auraiya district,189321,26.846709,80.946159
uttar-pradesh,2021,3,sambhal district,203883,26.846709,80.946159
uttar-pradesh,2021,3,kanpur nagar district,1263050,26.846709,80.946159
uttar-pradesh,2021,3,aligarh district,681857,26.846709,80.946159
uttar-pradesh,2021,3,mahoba district,101383,26.846709,80.946159
uttar-pradesh,2021,3,lucknow district,2076033,26.846709,80.946159
uttar-pradesh,2021,3,sant kabeer nagar district,191948,26.846709,80.946159
uttar-pradesh,2021,3,hathras district,230320,26.846709,80.946159
uttar-pradesh,2021,3,budaun district,269703,26.846709,80.946159
uttar-pradesh,2021,3,moradabad district,462980,26.846709,80.946159
uttar-pradesh,2021,3,kushinagar district,508938,26.846709,80.946159
uttar-pradesh,2021,3,baghpat district,240441,26.846709,80.946159
uttar-pradesh,2021,3,shahjahanpur district,311858,26.846709,80.946159
uttar-pradesh,2021,3,muzaffarnagar district,448096,26.846709,80.946159
uttar-pradesh,2021,3,ambedkar nagar district,302263,26.846709,80.946159
uttar-pradesh,2021,3,bahraich district,227941,26.846709,80.946159
uttar-pradesh,2021,3,jalaun district,229155,26.846709,80.946159
uttar-pradesh,2021,3,rampur district,246230,26.846709,80.946159
uttar-pradesh,2021,3,ballia district,478324,26.846709,80.946159
uttar-pradesh,2021,3,shravasti district,58737,26.846709,80.946159
uttar-pradesh,2021,3,kasganj district,158052,26.846709,80.946159
uttar-pradesh,2021,3,varanasi district,1239725,26.846709,80.946159
uttar-pradesh,2021,3,gautam buddha nagar district,2496114,26.846709,80.946159
uttar-pradesh,2021,3,basti district,320806,26.846709,80.946159
uttar-pradesh,2021,3,shamli district,189790,26.846709,80.946159
uttar-pradesh,2021,3,maharajganj district,327438,26.846709,80.946159
uttar-pradesh,2021,3,etawah district,249385,26.846709,80.946159
uttar-pradesh,2021,3,etah district,214709,26.846709,80.946159
uttar-pradesh,2021,3,banda district,154581,26.846709,80.946159
uttar-pradesh,2021,3,bijnor district,442548,26.846709,80.946159
uttar-pradesh,2021,3,hardoi district,320513,26.846709,80.946159
uttar-pradesh,2021,3,balrampur district,149985,26.846709,80.946159
uttar-pradesh,2021,3,amroha district,243686,26.846709,80.946159
uttar-pradesh,2021,3,pilibhit district,232754,26.846709,80.946159
uttar-pradesh,2021,3,mainpuri district,248343,26.846709,80.946159
uttar-pradesh,2021,3,kanpur dehat district,187084,26.846709,80.946159
uttar-pradesh,2021,3,jaunpur district,650143,26.846709,80.946159
uttar-pradesh,2021,3,kaushambi district,126637,26.846709,80.946159
uttar-pradesh,2021,3,hapur district,288709,26.846709,80.946159
uttar-pradesh,2021,3,hamirpur district,128958,26.846709,80.946159
uttar-pradesh,2021,3,meerut district,853246,26.846709,80.946159
uttar-pradesh,2021,3,mathura district,628528,26.846709,80.946159
uttar-pradesh,2021,3,chitrakoot district,90553,26.846709,80.946159
uttar-pradesh,2021,3,lalitpur district,155272,26.846709,80.946159
uttar-pradesh,2021,3,mau district,292936,26.846709,80.946159
uttar-pradesh,2021,3,mirzapur district,314144,26.846709,80.946159
uttar-pradesh,2021,3,bulandshahr district,535699,26.846709,80.946159
uttar-pradesh,2021,3,gonda district,305366,26.846709,80.946159
uttar-pradesh,2021,3,jhansi district,464351,26.846709,80.946159
uttar-pradesh,2021,3,chandauli district,300595,26.846709,80.946159
uttar-pradesh,2021,3,bhadohi district,228222,26.846709,80.946159
uttar-pradesh,2021,3,pratapgarh district,369954,26.846709,80.946159
uttar-pradesh,2021,3,saharanpur district,584344,26.846709,80.946159
uttar-pradesh,2021,3,bara banki district,291376,26.846709,80.946159
uttar-pradesh,2021,3,bareilly district,766809,26.846709,80.946159
uttar-pradesh,2021,3,sitapur district,397389,26.846709,80.946159
uttar-pradesh,2021,3,sultanpur district,301325,26.846709,80.946159
uttar-pradesh,2021,3,agra district,1124720,26.846709,80.946159
uttar-pradesh,2021,3,fatehpur district,226873,26.846709,80.946159
uttar-pradesh,2021,3,rae bareli district,263613,26.846709,80.946159
uttar-pradesh,2021,3,firozabad district,412441,26.846709,80.946159
uttar-pradesh,2021,3,kheri district,446308,26.846709,80.946159
uttar-pradesh,2021,3,gorakhpur district,900171,26.846709,80.946159
uttar-pradesh,2021,3,unnao district,293971,26.846709,80.946159
uttar-pradesh,2021,3,prayagraj district,1320432,26.846709,80.946159
uttar-pradesh,2021,3,sonbhadra district,272567,26.846709,80.946159
uttar-pradesh,2021,3,ghazipur district,514893,26.846709,80.946159
uttar-pradesh,2021,3,farrukhabad district,231446,26.846709,80.946159
uttar-pradesh,2021,3,kannauj district,198231,26.846709,80.946159
uttar-pradesh,2021,3,azamgarh district,582049,26.846709,80.946159
uttar-pradesh,2021,3,ayodhya district,372839,26.846709,80.946159
uttar-pradesh,2021,3,deoria district,492048,26.846709,80.946159
uttar-pradesh,2021,3,ghaziabad district,2031752,26.846709,80.946159
uttar-pradesh,2021,4,amethi district,264472,26.846709,80.946159
uttar-pradesh,2021,4,siddharthnagar district,268126,26.846709,80.946159
uttar-pradesh,2021,4,auraiya district,203721,26.846709,80.946159
uttar-pradesh,2021,4,sambhal district,219722,26.846709,80.946159
uttar-pradesh,2021,4,kanpur nagar district,1349794,26.846709,80.946159
uttar-pradesh,2021,4,aligarh district,731096,26.846709,80.946159
uttar-pradesh,2021,4,mahoba district,109417,26.846709,80.946159
uttar-pradesh,2021,4,lucknow district,2215886,26.846709,80.946159
uttar-pradesh,2021,4,sant kabeer nagar district,206542,26.846709,80.946159
uttar-pradesh,2021,4,hathras district,247776,26.846709,80.946159
uttar-pradesh,2021,4,budaun district,290309,26.846709,80.946159
uttar-pradesh,2021,4,moradabad district,496358,26.846709,80.946159
uttar-pradesh,2021,4,kushinagar district,547287,26.846709,80.946159
uttar-pradesh,2021,4,baghpat district,257605,26.846709,80.946159
uttar-pradesh,2021,4,shahjahanpur district,336128,26.846709,80.946159
uttar-pradesh,2021,4,muzaffarnagar district,480240,26.846709,80.946159
uttar-pradesh,2021,4,ambedkar nagar district,325090,26.846709,80.946159
uttar-pradesh,2021,4,bahraich district,245502,26.846709,80.946159
uttar-pradesh,2021,4,jalaun district,246646,26.846709,80.946159
uttar-pradesh,2021,4,rampur district,264569,26.846709,80.946159
uttar-pradesh,2021,4,ballia district,513629,26.846709,80.946159
uttar-pradesh,2021,4,shravasti district,63555,26.846709,80.946159
uttar-pradesh,2021,4,kasganj district,170176,26.846709,80.946159
uttar-pradesh,2021,4,varanasi district,1325315,26.846709,80.946159
uttar-pradesh,2021,4,gautam buddha nagar district,2664034,26.846709,80.946159
uttar-pradesh,2021,4,basti district,344852,26.846709,80.946159
uttar-pradesh,2021,4,shamli district,203726,26.846709,80.946159
uttar-pradesh,2021,4,maharajganj district,352595,26.846709,80.946159
uttar-pradesh,2021,4,etawah district,267952,26.846709,80.946159
uttar-pradesh,2021,4,etah district,230890,26.846709,80.946159
uttar-pradesh,2021,4,banda district,166922,26.846709,80.946159
uttar-pradesh,2021,4,bijnor district,474546,26.846709,80.946159
uttar-pradesh,2021,4,hardoi district,345246,26.846709,80.946159
uttar-pradesh,2021,4,balrampur district,161496,26.846709,80.946159
uttar-pradesh,2021,4,amroha district,262094,26.846709,80.946159
uttar-pradesh,2021,4,pilibhit district,250203,26.846709,80.946159
uttar-pradesh,2021,4,mainpuri district,267320,26.846709,80.946159
uttar-pradesh,2021,4,kanpur dehat district,201743,26.846709,80.946159
uttar-pradesh,2021,4,jaunpur district,698280,26.846709,80.946159
uttar-pradesh,2021,4,kaushambi district,136353,26.846709,80.946159
uttar-pradesh,2021,4,hapur district,309228,26.846709,80.946159
uttar-pradesh,2021,4,hamirpur district,139019,26.846709,80.946159
uttar-pradesh,2021,4,meerut district,911852,26.846709,80.946159
uttar-pradesh,2021,4,mathura district,674711,26.846709,80.946159
uttar-pradesh,2021,4,chitrakoot district,97682,26.846709,80.946159
uttar-pradesh,2021,4,lalitpur district,167240,26.846709,80.946159
uttar-pradesh,2021,4,mau district,314297,26.846709,80.946159
uttar-pradesh,2021,4,mirzapur district,337415,26.846709,80.946159
uttar-pradesh,2021,4,bulandshahr district,574654,26.846709,80.946159
uttar-pradesh,2021,4,gonda district,328086,26.846709,80.946159
uttar-pradesh,2021,4,jhansi district,497457,26.846709,80.946159
uttar-pradesh,2021,4,chandauli district,322309,26.846709,80.946159
uttar-pradesh,2021,4,bhadohi district,245007,26.846709,80.946159
uttar-pradesh,2021,4,pratapgarh district,397596,26.846709,80.946159
uttar-pradesh,2021,4,saharanpur district,625876,26.846709,80.946159
uttar-pradesh,2021,4,bara banki district,313465,26.846709,80.946159
uttar-pradesh,2021,4,bareilly district,821986,26.846709,80.946159
uttar-pradesh,2021,4,sitapur district,428710,26.846709,80.946159
uttar-pradesh,2021,4,sultanpur district,323438,26.846709,80.946159
uttar-pradesh,2021,4,agra district,1204274,26.846709,80.946159
uttar-pradesh,2021,4,fatehpur district,244390,26.846709,80.946159
uttar-pradesh,2021,4,rae bareli district,282965,26.846709,80.946159
uttar-pradesh,2021,4,firozabad district,443735,26.846709,80.946159
uttar-pradesh,2021,4,kheri district,480851,26.846709,80.946159
uttar-pradesh,2021,4,gorakhpur district,964667,26.846709,80.946159
uttar-pradesh,2021,4,unnao district,316042,26.846709,80.946159
uttar-pradesh,2021,4,prayagraj district,1414447,26.846709,80.946159
uttar-pradesh,2021,4,sonbhadra district,292843,26.846709,80.946159
uttar-pradesh,2021,4,ghazipur district,552224,26.846709,80.946159
uttar-pradesh,2021,4,farrukhabad district,248877,26.846709,80.946159
uttar-pradesh,2021,4,kannauj district,213494,26.846709,80.946159
uttar-pradesh,2021,4,azamgarh district,624474,26.846709,80.946159
uttar-pradesh,2021,4,ayodhya district,399921,26.846709,80.946159
uttar-pradesh,2021,4,deoria district,528101,26.846709,80.946159
uttar-pradesh,2021,4,ghaziabad district,2169109,26.846709,80.946159
uttar-pradesh,2022,1,amethi district,283285,26.846709,80.946159
uttar-pradesh,2022,1,siddharthnagar district,286990,26.846709,80.946159
uttar-pradesh,2022,1,auraiya district,217723,26.846709,80.946159
uttar-pradesh,2022,1,sambhal district,234926,26.846709,80.946159
uttar-pradesh,2022,1,kanpur nagar district,1431918,26.846709,80.946159
uttar-pradesh,2022,1,aligarh district,778769,26.846709,80.946159
uttar-pradesh,2022,1,mahoba district,117391,26.846709,80.946159
uttar-pradesh,2022,1,lucknow district,2348173,26.846709,80.946159
uttar-pradesh,2022,1,sant kabeer nagar district,220942,26.846709,80.946159
uttar-pradesh,2022,1,hathras district,264734,26.846709,80.946159
uttar-pradesh,2022,1,budaun district,310467,26.846709,80.946159
uttar-pradesh,2022,1,moradabad district,528459,26.846709,80.946159
uttar-pradesh,2022,1,kushinagar district,585162,26.846709,80.946159
uttar-pradesh,2022,1,baghpat district,273913,26.846709,80.946159
uttar-pradesh,2022,1,shahjahanpur district,359822,26.846709,80.946159
uttar-pradesh,2022,1,muzaffarnagar district,510605,26.846709,80.946159
uttar-pradesh,2022,1,ambedkar nagar district,347805,26.846709,80.946159
uttar-pradesh,2022,1,bahraich district,262870,26.846709,80.946159
uttar-pradesh,2022,1,jalaun district,263573,26.846709,80.946159
uttar-pradesh,2022,1,rampur district,282442,26.846709,80.946159
uttar-pradesh,2022,1,ballia district,548285,26.846709,80.946159
uttar-pradesh,2022,1,shravasti district,68179,26.846709,80.946159
uttar-pradesh,2022,1,kasganj district,182189,26.846709,80.946159
uttar-pradesh,2022,1,varanasi district,1406056,26.846709,80.946159
uttar-pradesh,2022,1,gautam buddha nagar district,2822463,26.846709,80.946159
uttar-pradesh,2022,1,basti district,368788,26.846709,80.946159
uttar-pradesh,2022,1,shamli district,217044,26.846709,80.946159
uttar-pradesh,2022,1,maharajganj district,377520,26.846709,80.946159
uttar-pradesh,2022,1,etawah district,286261,26.846709,80.946159
